…之…	非常
银匠	银匠
萤火虫	萤火虫
引	带领
影壁	影壁
瘾大(八大)	成瘾
印	印章
𢳃	浇
𢳃水	浇水
𢳃尿水	施肥
𢳃粪	施肥
应酬	应酬
春雷	春雷
春天	春天
春笋	春笋
春耕	春耕
春饼儿	春饼
春卷儿	春饼
椿芽(儿)	椿芽
椿芽儿树	杜树
绳子	绳子
索子	绳子
绳绳(儿)	绳子
顺倒	迎合
顺倒毛毛抹	迎合
顺口打哇哇	随口
顺倒说不起气	随口
顺便	顺便
顺风	顺风
孕妇	孕妇
闰月	闰月
滚铁环	荡秋千
滚水	开水
滚蛋	滚蛋
滚边(儿)	花边
滚砖	制作
滚身(儿)	内衣
滚滚儿	轮子
滚龙	流浪汉
磙子	磙子
磙田	碾平
崐鸡蛋	茶叶蛋
捆	档子
捆倒(起)	捆绑
捆起(来)	捆绑
绑倒(起)	捆绑
绑起(来)	捆绑
婚事	婚事
荤菜	荤菜
浑水	污水
浑	完整
横扯	狡辩
横裆	臀围
横撇撇	粗暴
横眉瞪眼	怒目而视
横跋顺跳	蛮横无理
横人	泼皮
横顺	横竖
混糖锅盔	烙饼
温书	复习
温水瓶	暖水瓶
热水瓶	暖水瓶
温(温儿)水	温水
文殊院	寺院
文具店(儿)	杂货店
文凭	文凭
文明棍(儿)	手杖
文盲	文盲
蚊子	蚊子
蚊帐	罩子
闻	听见
稳起不偷	胸有成竹
军帽	军帽
肫肝儿	胗
菌子	蕈
倾子子	葱花饼
裙子	裙子
晕	品尝
晕车	晕车
晕船	晕船
云	云
营	营
允许	或
运气好	红运
熨衣裳	熨
熨衣服』熨
熨斗	熨斗
梆梆	竹筒
梆梆糕	发糕
梆梆枪	盒子枪
帮	帮助
帮帮	身子
帮帮匠	脚夫
绑起(来)	捆绑
捆倒(起)	捆绑
绑腿	绑腿
绑倒(起)	捆绑
绑口	酸涩
绑嘴	酸涩
膀子	肩膀
膀圈子	手镯
膀圈(儿)	手镯
膀膀(儿)	肩膀
磅秤	磅秤
棒子骨	排骨
棒老二	土匪
棒棒	棍子
棒棒手	圣手
浜臭	恶臭
旁边	旁边
侧边	旁边
搒	碰
髈	肘子
髈箍箍	肘子
胖	胖
胖八	纸牌
莽	粗壮
莽子	傻子
莽大汉(儿)	壮汉
𩛲	喂
𩛲𩛲	饭
芒果	芒果
芒种	芒种
盲肠	盲肠
盲肠炎	盲肠炎
方	羞辱
方子	办法
方桌(子)	八仙桌
方脑壳	死脑筋
方油糕	油炸鬼
方板凳(儿)	凳子
方圆	打圆场
方人	羞辱
方向	方向
房子	房子
房子后头	后面
房子前头	房前
房(子)顶(顶)	房顶
房檐	屋檐
房圈	寝室
纺车	纺车
访察司	包打听
访人户	打听
放	释放
放大水筏子	冒险
放假	放假
放嗲	发嗲
发嗲	发嗲
放花炮	燃放
放落气火炮儿	燃放
放火炮儿那年	清末民初
放学	放学
放血	杀害
放水	放水
放猋	失败
放手	撒手
放狗撵羊子	失策
放烂药	说坏话
放线(子)	盯梢
放伸	痛快
放人户	出嫁
放心	放心
放趟子	狂奔
放敞	放养
放黄	爽约
当客	做客
当炮灰	当炮灰
塞炮眼(儿)	当炮灰
当倒	当面
当面	当面
当面丢底	当场出彩
当门(前)	前面
当兵的	大兵
档档儿	瓢
裆	裤裆
挡子	幕布
档案	档案
凼凼	坑
当屁腾	于事无补
当球腾	于事无补
当不得耍的	要紧
当不倒	比不上
当铺	当铺
当顿	主粮
当房子	抵押
荡刀布	磨刀石
挡头	尽头
汤	遭遇
汤婆子	暖水袋
汤面	汤面
汤碗儿	碗
汤圆儿	汤圆
汤圆儿粉子	汤圆
堂倌(儿)	跑堂儿的
糖饼儿	糖葫芦
糖饼儿摊摊(儿)	摊子
螳螂	螳螂
躺底	鞋垫
躺椅	躺椅
躺下	躺下
趟	趟
烫	欺骗
烫衣裳	熨
烫壶	热水袋
烫毛子	欺骗
烫饭	泡饭
𨈓	瘦长
𨈓巴儿	瘦子
𨈓瓢	弱小
𨈓让(抖摆)	商量	
抖摆	商量
榔头儿	榔头
啷个	怎么
啷们	怎么
啷个搞(起)的	为甚么
啷个办	怎办
浪	冲洗
浪	那么
浪子	波浪
晾衣裳	晾衣服
晒衣裳	晾衣服
张	理睬
张视	理睬
张巴	轻浮
张嘴	张嘴
张花式	调嘴学舌
樟茶鸭(子)	名小吃
蟑螂	蟑螂
赃官	贪官
脏	邋遢
脏瓦瓦	脏兮兮
砸	砸
砸背	捶背
捶背	捶背
砸笨	卖力气
砸新媳妇儿	闹新房
长辈	长辈
长尾巴(儿)	过生日
长疔疮	生病
长疮	生病
掌	扶
掌墨师	工程师
掌倒	搀扶
掌灶的	厨子
掌瓢儿的	厨子
掌方向盘的	司机
丈母娘	岳母
丈夫	丈夫
胀	吃
胀倒了	积食
吃多了	积食
账房	账房
藏蓝色	蓝色
藏青色	青色
昌盛	成器
仓	仓库
菖蒲	菖蒲
窗孑	窗户
窗子外头	外面
窗台	窗台
苍白	
苍蝇(儿)	苍蝇
苍蝇儿屎	雀斑
沧	喷涌
长	多
长耳朵	包打听
长二	纸牌
长麻吊线	久拖不决
长袜子	长筒袜
长扯扯
长伸伸	细高挑儿
长牌	纸牌
长三	纸牌
长衫子	长衫
长年	长工
长眼狗儿	夜猫子
长命锁	长命锁
长筒靴	雨靴
常行	经常
场	集镇
场	档子
场合	场所
场门儿	院子
肠子	肠子
肠肠肚肚	内脏
敞	公开
散放	散放
敞敞	漏斗
唱独脚戏	唱独角戏
唱卧龙岗	饥肠辘辘
唱玩友儿	演出会
桑果(儿)	桑果
桑泡儿	桑果
桑叶	桑叶
桑(叶)树	椰树
丧事	丧事
丧罩	外罩
丧门星	灾星
伤负	冲撞
伤寒	伤寒
伤风	伤风
搡	冲撞
磉礅(儿)	石头块
磉礅儿坛	石头块
上士	上士
上气	滚沸
上(一)个月	上月
前(一)个月	上月
上午	上午
上八位儿	上座
上杂	牛肚
上下	约数
上课	上课
上火	上火
上学	上学
上药	上药
上色	上色
上菜	上菜
上街	上街
上肥	上肥
上税	交税
上会	出资
上(热)毛巾	前奏
上告	上告
上好八好的	好好儿
上庙	出家
上吊	上吊
上轿	出嫁
上轿钱	车费
上头	上方
上寿	祝寿
上班	上班
上半年	上半年
上山	上山
上前天	大前天
上前年(子)	大前年
大前年(子)	大前年
上年(子)	去年
去年(子)	去年
上门女婿	入赘女婿
上坟	上坟
上粪	上粪
上任	上任
上旬	上旬
上上个月	上月
上上前年(子)	大前年
上梁	垒墙
上供	上供
丧德	丢脸
瓤	孱弱
瓤子	馅
瓤瓤	馅
瓤毛(毛)	绒毛
让	塞入
让手	余地
肛门	肛门
缸(子)	档子
缸子底底	平底
缸钵	瓦钵
㭎炭	活性炭
钢丝钳	老虎钳
钢笔	钢笔
钢笔字	小字
钢夹子	发夹
钢火	强度
杠	横
杠子	人民币
杠声杠气	南腔北调
虹	虹
戆	固执
戆头子	老顽固
糠了	空心
扛	弯
㝩	盖
㝩倒	掩饰
炕	烘烤
昂	昂贵
行	档子
行势	能干
绗	缝补
巷巷儿	胡同
项链儿	项链
项圈圈(儿)	项圈
项圈子	项圈
项巾	围巾
唱	唱
凉席	凉席
凉虾	项圈
凉快	凉快
凉水	凉水
凉(倒)了	伤风
凉(板儿)床	竹榻
凉拌	凉拌
凉粉儿	凉粉
梁(担))	屋梁
粮店(儿)	粮店
两姊妹	亲戚
俩兄妹	亲戚
两师徒	亲戚
师徒两个	亲戚
两叔侄	亲戚
叔侄两个	亲戚
两姑嫂	亲戚
姑嫂两个	亲戚
两婆媳	亲戚
婆媳两个	亲戚
两婆孙	亲戚
婆孙两个	亲戚
两个	俩
两个旋儿	头发
两爷子	爷俩
两爷孙	亲戚
爷孙两个	亲戚
两老表	亲戚
两口子	两口子
两舅舅	亲戚
两母舅	亲戚
舅侄两个	亲戚
两半边	对半分
两点水	偏旁
两前后	亲戚
两亲家	亲戚
两嬢嬢	亲戚
两娘母	娘俩
两相好	划拳
两兄弟	哥俩
辆	档子
亮	灯火
亮火虫	萤火虫
亮绍	明亮
亮堂	吃光
亮行	分散
量衣裳	测量
量衣服	测量
豇豆儿	豇豆
将	恰好
将来	将来
将就	迁就
将军	将军
将将	恰好
浆衣裳	浸泡
浆窝子	施肥
讲礼信	评理
讲礼	客气
讲台	讲台
讲圣谕	说书
讲堂	教室
犟	死心眼儿
犟拐拐	死心眼儿
酱肉	酱肉
酱油	酱油
豆油	酱油
酱(颜)色	红褐色
糨糊	浆糊
糨子	浆糊
腔口(儿)	口音
枪对枪	对打
强盗	纸牌
藏	躲
藏猫儿	捉迷藏
墙外头	外面
墙外先	外面
墙高头	墙上
墙(高)上	墙上
抢路	争先恐后
抢房	争先恐后
像	像
嬢(嬢)	姑妈
娘家	娘家
娘屋头	娘家
䖆	腻
相思豆	红豆
相欺	欺负
相亲	相亲
(相)信	相信
相因	便宜
香	芬馥
香炉	香炉
香菇	香菇
香菜	香菜
香包儿	香袋
香皂	香皂
香油	香油
香案	香案
香烟	纸烟
香蒜苗(儿)	蒜苗
(香)樟树	樟树
香肠	香肠
香香棍儿	细高挑儿
乡巴佬(儿)	乡巴佬
乡(坝)头	农村
乡㮟㮟	穷乡僻壤
乡下人	乡下人
厢房	厢房
箱	档子
想起来了	回忆
想(一)下(儿)	思索
响皮	食品
响簧	玩具
向起	观望
向耳葵	向日葵
向日葵	向日葵
向火	烤火
向阳	向阳
相貌	相貌
相料	佐料
象	象
象棋	象棋
像	像
橡皮(擦子)	橡皮擦
泱	养
秧子	秧苗
秧脚田	秧田
秧母(子)田	秧田
秧头子	秧苗
秧堂子	苗圃
秧秧儿	秧苗
羊子	羊
羊子窝(窝)	羊圈
羊儿子	羊
羊儿风	羊癫风
洋	得意
洋(石)灰	水泥
洋瓷碗	碗
洋(不)歪歪	春风得意
洋芋	土豆
洋马儿	自行车
洋码子	阿拉伯数字
洋画儿	连环画
洋画片	连环画
洋火	火柴
洋海辣	西红柿
洋撬	鹤嘴镐
锹	鹤嘴镐
洋油	煤油
洋盘	时髦
洋盘货	进口货
洋碱	肥皂
洋铲	工兵铲
洋蒜苗(儿)	蒜苗
洋人	洋人
洋房子	洋房
洋葱	洋葱
阳卦	卜卦
阳雀	布谷
阳台	阳台
阳山	阳坡
阳面	阳面
扬尘	扬尘
杨树	杨树
杨柳腰	柳腰
水蛇腰	柳腰
杨公忌日	忌日
疡子	淋巴结
仰起睡	仰卧
仰泳	仰泳
养子	养子
样子	面孔
样啥(子)	啥子
样方儿	相貌
样样儿	相貌
庄(家)	庄家
庄稼	庄稼
装狗(狗)	生病
变狗(狗)	生病
装舅子	衣冠楚楚
装犯人的车子	囚车
囚车	囚车
装烟娃(儿)	侍应生
装闷	装傻
装瓜	装傻
装疯迷窍	装糊涂
装猫儿识象	装糊涂
壵	凑钱
状子	状子
幢	幢
床	床
床铺	铺
床笆子	毡垫
床下头	下面
床底	下面
床板(板)	床板
床板子	床板
床单	床单
坝单	床单
毯子	毯子
撞拜	拜认
撞倒	撞倒
霜	霜花
霜降	霜降
双	双
双立人(儿)	偏旁
双人旁	偏旁
双媒	婚事
双包耳	偏旁
双流到华阳县过县	一步到位
双眼皮	双眼皮
双旋儿	头发
双身人	孕妇
双行架	嫁妆
双抢	双抢
双响	双响
双双儿	孪生子
双胞胎	孪生子
光	光
光脚板(儿)	赤脚
光头	光头
光线	光线
光琳琳	精光
光棍(儿)	光棍儿
单身汉儿	光棍儿
光膀膀(儿)	打赤膊
光框框	空架子
广告	广告
广柑(儿)	橙子
广广	外地人
逛(街)	闲逛
穬	涂抹
穬穬	光滑
挄	打
哐	哄骗
筐(筐)	档子
筐筐	筐
框子	筐
诓	催眠
狂	打闹
狂眉狂眼儿	恣意
狂风	狂风
荒地	荒地
荒货	废品
荒篮儿	篮子
慌	狠
皇帝	皇帝
皇帝牌	纸牌
黄	黄
黄篾	竹篾
黄历	黄历
黄泥巴脚杆	农民
黄泥巴汤汤	污水
黄鼠狼	黄鼠狼
黄马褂儿	大兵
黄蚂蚁儿	蚂蚁
黄丝蚂	蚂蚁
黄辣丁儿	黄鱼
黄蜡丁儿	黄鱼
黄瓜	黄瓜
黄花	黄花
黄花鱼	黄花鱼
黄话	昏话
黄桷树	榕树
黄脚黄手	手足无措
黄扯扯	黄灿灿
黄苤苤	黄灿灿
黄豆(儿)	黄豆
黄酒	黄酒
黄牛	黄牛
黄疸	黄疸
黄鳝	鳝鱼
黄昏	黄昏
黄帮	门外汉
黄棒	门外汉
黄手	门外汉
黄腔	外行话
黄腔黄调	洋腔洋调
黄黄	蛋黄
蛋黄(黄)	蛋黄
黄桶	木桶
黄荆	荆
黄荆条子	棍子
蝗虫	蝗虫
篁竹	竹子
恍	粗心大意
恍而忽兮	粗心大意
恍兮忽兮	粗心大意
恍恍	马大哈
晃	瞄
谎壳儿	花架子
汪实	实惠
汪只	实惠
王八	甲鱼
王欻欻	门外汉
枉自	徒然
往左拐	打弯
往来	往来
往回走	返回
往右拐	打弯
往右边拐弯(儿)	打弯
往年(子)	往年
网	结交
网油	猪油
网网	网
衁子	鲜血
血衁儿	血
望	充足
望翘翘	充足
望头	奔头儿
望板儿	天花板
望天水	雨水
望远镜(儿)	望远镜
望门寡	寡妇
绷	硬撑
翎子	环子
绷子床	弹簧垫子
嘣	砰
嘣嚓嚓	跳舞
嘣	嘣
嘣	摸
烹	蒸
朋友	朋友
篷篷(儿)	篷子
碰倒	撞倒
碰倒了	撞伤
猛细	纤小
蒙猫儿官	藏猫儿
亩把二亩
亩把两亩	狭陋
梦虫	糊涂
封	封
封皮	封皮
封印	寒假
封裆裤	裤子
连裆裤	裤子
封箱	封箱
封箱戏	戏剧
封封儿	红包
风	风
风稀稀	和风
风住了	杨柳风轻
风停了	杨柳风轻
风簸箕	扇车
风车车(儿)	风车
风蒿蒿	大风呼啸
风丹	麻疹
风疙瘩	麻疹
风登儿	风筝
风筝	风筝
风箱	风箱
风风儿	风声
蜂子	蜂
蜂(子)窝(窝)	蜂巢
蜂窝煤	蜂窝煤
蜂糖	蜂蜜
疯儿动	老顽童
疯儿洞	老顽童
逢生	碰见
踩生	碰见
缝衣裳	缝衣
缝铺盖	缝补
缝初机	缝纫机
冬至	冬至
冬菇	冬菇
冬瓜	冬瓜
冬月	冬月
冬菜	冬菜
冬水田	水田
冬苋菜	菠菜
冬天(家)	冬天
冬笋	冬笋
东西	东西
东边	东边
东方	东边
东门(上)	东边
城东	东边	
咚咚	咚咚
咚	咚
捅	捅
捅祸事	闯祸
懂了	知道
冻青树	冬青树
冻桐子花	槐花
动手	动手
栋	幢
通知	知会
同意	答应
同伙	同伙
同学	同学
同年的	同庚
老庚儿	同庚
同谋	同谋
茼蒿	茼蒿
桐子	桐油树
桐油树	桐油树
桐子花	槐花
桐油	桐油
童子鸡	童子鸡
童养媳	童养媳
筒子	筒子
铜	铜
铜锤	铜锤
铜钱	铜钱
铜匠	铜匠
瞳孔	瞳孔
桶	桶
桶子	马桶
桶(桶)	档子
筒靴	雨靴
弄菜	做菜
做菜	做菜
聋子	聋子
农民	农民
龙抄手	馄饨
龙眼(儿)	桂圆
桂圆(儿)	桂圆
龙眼(儿)肉	果肉
龙门阵	故事
龙杠	木棒
龙宫	龙宫
脓包	脓包
笼	蒸笼
笼起手	袖手
笼笼儿	笼子
笼笼戏	口技
拢	合上
中指(拇儿)	中指
中式衣服	中服
中式裤儿	裤子
中式裤子	裤子
中(季)稻	稻子
中伏	二伏
中午	中午
中稻米	米
中秋(节)	中秋
中盘	糖葫芦
中饭	午饭
中三	打牌
中山服	中山服
中间	正当中
中间人	中间人
中旬	中旬
中杠	车把势
盅盅	杯子
舂碓窝	捣
钟水饺	水饺
种	档子
种猪	种猪
种树	种植
种牛痘	种牛痘
总共	总共
中暑	受热
中风	中风
重要	重要
重病	重病
粽子	粽子
皱眉毛	皱眉
皱额棱	皱眉
充狠	逞能
充行事	逞能
冲	疾走
冲气	赌气
冲仰粉儿	仰泳
葱(子)	葱
葱葱儿’葱
葱绿色	葱绿
葱花儿	葱花
葱白白	葱
葱头子	葱
葱叶子	葱
葱叶叶	葱
重皮子话	陈词滥调
重起摞起	层层叠叠
重三倒四	翻来覆去
重阳(节)	重阳
从	从
从小	从小
从头一二	从头到尾
从今往后	此后
从此以后	此后
从今以后	此后
将来	将来
虫牙	龋齿
怂	怂恿
怂祸	煽风点火
怂祸婆	长舌妇
冲	鲁莽
冲柁子	恶语中伤
冲壳子	闲谈
冲菜	盆菜
冲天炮儿	炮筒子
松树	松树
松花(皮)蛋	皮蛋
松果(儿)	松果
松毛(儿)	松针
松针	松针
松香	松香
松	放开
松土	薅草
松(活)	舒缓
㞞	贪吃
㞞吃饿吃	狼吞虎咽
㞞嘴	嘴馋
㞞嘴狗儿	馋嘴精
耸	推
宋嫂面	牛肉面
送礼(信)	送礼
赶礼(信)	送礼
送八字	受聘
下八字	受聘
送瓜	祈福
送火	送葬
送客	送客
送节	捧献
送月礼	送礼
送开门点心	祝贺
送陪奁	出嫁
送嫁妆	出嫁
送寿碗(儿)	祈福
送年	祭天
送端阳	送礼
送团年	送礼
送亲	送亲
送新碗(儿)	祈福
送丧	送丧
送中秋	送礼
送红蛋	答谢
送红灯	祈福
绒	烂
蕊	花蕊
工作	工作
工钱	工钱
工人	工人
弓子	弓子
弓长张	汉姓
公鸡	公鸡
公驴子	公驴
公路	公路
公猪	公猪
公马	公马
公鸭子	鸭子
公鸭子喉咙	小嗓儿
公学	义学
义学	义学
公猫儿	男猫
男猫儿	男猫
公道	公道
公狗	公狗
公牛雄性的牛
公章	公章
公公	公公
公共汽车	公共汽车
供	养活
躬	弯身
躬腰驼背	弯腰曲背
拱	冒出
拱猪	打牌
拱背子	蟋蟀
拱嘴儿	嘴皮子
拱兵	下棋
供起	供奉
供饭	供品
拱	动
空花	空心
空花萝卜	草包
空心菜	空心菜
孔方兄	孔方兄
恐怕	恐怕
恐防	恐怕
空事	徒劳
空话	闲话
空龙门阵	闲话
烘罩	烘篮
烘笼(儿)	烘笼
烘烘	影子
洪水	洪水
洪峰	洪峰
红	辣椒酱
红蜘蛛	红蜘蛛
红痣	痣
红十	纸牌
红鼻头儿	酒糟鼻
红七	纸牌
红不说白不说	不管三七二十一
红五	纸牌
红橘	橘子
红八字	八字
红霞	火烧云
红萝卜	红萝卜
红火葱	葱
红得发烫	红得发紫
红黑	横竖
红叶	红叶
红叶婆	媒婆
红叶公	月老
红苕	甘薯
红豆	相思豆
红头花色	春风满面
红九“	纸牌
红油	辣椒酱
红蛋	红蛋
红苋菜	菠菜
红颜色	红色
红砖	火砖
红轻	清汤
红心(子红)苕	甘薯
红云	火烧云
红糖	红糖
红糖醪糟儿蛋	荷包蛋
(红)封封儿	红包
红包	红包
红重	炸酱面
哄	哄
壅	遮盖
壅脚	供暖
蕹菜	空心菜
空心菜	空心菜
甕	憋气
瓮声瓮气	鼻涕
绝臭	恶臭
弓起沟子	翘起
弓起屁儿	翘起
穷骨头	穷人
兄弟	兄弟
兄弟媳妇儿	弟媳
弟媳	弟媳
胸脯	胸脯
胸围	胸围
胸口(儿)	心口
心口(儿)	心口
胸口(儿)痛	疼痛
雄	强壮
雄起	加油
熊	训斥
涌堂	拥挤
用	使用
用人	用人
呣	嗯
呣	啊	
